Station,StdAggComposite,StdAggNina,StdAggNino,StdAggNeutral
21197080,0.5983385487098225,0.8653105410269062,0.38463462032814794,0.36327100780899363
21197110,1.0895602583823043,1.3415805148949134,0.874441340364037,0.7549389630401188
21197150,14.112117128758518,16.205424515231094,12.432321388807729,12.355610241772085
21197210,0.0664270697060643,0.10934883036188026,0.028914604748614292,0.025583192887670962
21207960,14.437162660791497,20.559737983892937,9.53105199852009,9.747705330101988
21209200,9.637171336565144,10.39021593572842,7.601034750593599,9.217850182892507
21209920,0.46468592309104123,0.5756176720518633,0.44469254709627454,0.3922092313020958
21227010,1.3074227515611596,1.607898589909649,0.7277826573621623,1.271725985104063
21237010,209.89401522216124,249.1708144821531,174.14100504312754,165.49800547892218
21237020,216.761723511621,251.62075256776274,192.75354347684905,173.70031632349654
21237040,1.7769139408909123,1.6003001979042883,1.4561550978983047,2.032128904801277
21257090,14.356927388371401,13.918917255960002,21.80951234290737,6.429343535088468
23017020,3.4703056537090027,0.6845012603456185,5.108636103386064,3.683524182846047
23017030,11.633664754703037,10.778309243367215,16.627667166655844,6.880421317589361
23017060,1.1485330047520586,1.5065616563337225,0.7270056062435041,0.7119829752543559
23017090,6.183628477774903,7.7872134041856,4.556193642726389,3.8271294115714793
23067050,19.95254364165929,25.239808128801947,15.961495886193472,15.227056011515753
23067070,4.747118752329518,6.974324194694002,2.009328034887449,2.8403994274607642
23067080,5.367837464798091,5.912013149563716,4.736034125844227,4.852125448712257
23067090,2.3076296515259713,2.7155943352422094,1.6249035733625905,1.8184180080325636
24017150,2.1370352327240947,0.7989556683455032,2.0812147046372247,2.8279745517259487
24017610,1.3643983965673736,2.095410430597282,0.6347741718488363,0.8940887580811494
35027020,6.051662158635786,8.248732823903744,5.1196560922955205,4.791812709246277
35027100,1.5756025293647744,1.3111864214416065,1.266099411478738,1.6651954803234574
35027190,3.9111664330331903,4.119917261468794,4.440264718322731,3.5520617677972743
35027200,14.963675413030014,13.942469507187946,21.386321123404965,11.605239427066168
35027220,0.04820759546210409,0.04327433739847416,0.050146494400519055,0.05142846634575399
35027500,0.01956860022702739,0.015510497857621135,0.020412767194629852,0.021359594530612792
35027510,0.20518401990121912,0.17900663236258477,0.19422961662682392,0.23533291280522123
35037100,19.313096141202006,20.24813086096636,22.921603658953284,16.999173164066235
35037110,0.05551268787557723,0.05534639093152148,0.05628373174944392,0.05682399353643125
35067020,16.910833945812026,16.954002419071518,21.792838600893507,14.397397267637123
35067030,1.3848504359892815,1.801486014111533,1.3405896530652492,1.0938514568994278
35067040,7.9764715868470555,7.955510399939221,10.439419802966281,6.668304210846276
35067090,3.1557477399423544,4.708740013187994,2.432824724559142,2.0307895402161367
35067120,2.998942468650526,2.6711331207987343,4.336731896582191,2.3786088325993586
35077070,0.027088370511775706,0.032204370646035256,0.024370775619356525,0.023936510943481072
35077140,3.4229762831871855,4.81012492989302,2.4627840702141435,2.6002233510976374
