Date,Year,Month,Pearson,Kendall,Spearman
1981-01-01,1981,1,0.419918401910692,0.25084241613202496,0.34759786406276405
1981-02-01,1981,2,0.5975575318190003,0.22681083945981065,0.3340271319351274
1981-03-01,1981,3,0.6189098557301032,0.24649861563532174,0.3539627116900674
1981-04-01,1981,4,0.5138727617988839,0.3301189467921232,0.44471128824153866
1981-05-01,1981,5,0.6509537730414773,0.20145498397695344,0.28920616669934895
1981-06-01,1981,6,0.8280288393655114,0.43166564522179307,0.6005688828819187
1981-07-01,1981,7,0.7571063754466106,0.5229645093238536,0.7032496726612552
1981-08-01,1981,8,0.7940125268056566,0.43225770932026786,0.5841605042189569
1981-09-01,1981,9,0.8559826388253343,0.43323349472582173,0.5826189619379482
1981-10-01,1981,10,0.6796035382210533,0.2798262082823315,0.4011931899699999
1981-11-01,1981,11,0.47057614695261235,0.1335220888992898,0.1963608637541618
1981-12-01,1981,12,0.42502149933815664,0.14822772163822978,0.21210511920531563
1982-01-01,1982,1,0.5383332563986211,0.26250397262757286,0.3734481888477365
1982-02-01,1982,2,0.6977172991173533,0.4825277402800653,0.6704481135191309
1982-03-01,1982,3,0.588233866489823,0.22079943220848136,0.3369940922866062
1982-04-01,1982,4,0.6247530767786529,0.2770212405434855,0.4146676165585736
1982-05-01,1982,5,0.7469157003232015,0.4665961338246181,0.6356006712617118
1982-06-01,1982,6,0.8322632972672421,0.4336630440313119,0.6035299158000845
1982-07-01,1982,7,0.8484176517156838,0.6326637943235259,0.815317894937481
1982-08-01,1982,8,0.8497062945680323,0.679426285758597,0.8534093351013882
1982-09-01,1982,9,0.7763290884974294,0.5323281297673422,0.7202099155205497
1982-10-01,1982,10,0.7091583722747864,0.48117670567969295,0.6784162724970835
1982-11-01,1982,11,0.6523562072118915,0.3577268273623071,0.5067318618851405
1982-12-01,1982,12,0.6792984075925866,0.35830427969940915,0.5070679459446875
1983-01-01,1983,1,0.6352993933299932,0.34824241216205953,0.50121193492886
1983-02-01,1983,2,0.7044815989661029,0.41001353720530337,0.5793656558426884
1983-03-01,1983,3,0.333590576119417,0.28754169335174234,0.40744915252096564
1983-04-01,1983,4,0.49915730679190295,0.41801490659788315,0.5783525623741612
1983-05-01,1983,5,0.7804281928783914,0.4460640600947274,0.6315813418552396
1983-06-01,1983,6,0.8005873425656164,0.5404237698906968,0.720083861977738
1983-07-01,1983,7,0.8227474206161545,0.570178662785643,0.7550863054078675
1983-08-01,1983,8,0.7757747156985426,0.4605066129379396,0.6453159751837618
1983-09-01,1983,9,0.8005342224503899,0.3955666541515456,0.5671943111000209
1983-10-01,1983,10,0.7589523749217976,0.4333352389611254,0.6182313886518772
1983-11-01,1983,11,0.740421290307251,0.39413359848684554,0.5491794631778107
1983-12-01,1983,12,0.7303558568569446,0.4284533535061093,0.6061117653223296
1984-01-01,1984,1,0.5447463012037242,0.29455154213654333,0.42040478756059035
1984-02-01,1984,2,0.6585843954919126,0.3712392084993321,0.5280565439241934
1984-03-01,1984,3,0.6715237870399416,0.3627021254493653,0.5218678468503191
1984-04-01,1984,4,0.704891870389221,0.4151337347279955,0.593590361875419
1984-05-01,1984,5,0.7048974818189663,0.4962482566975186,0.6919824267183837
1984-06-01,1984,6,0.8697269662214371,0.4921949754429545,0.6651924995499615
1984-07-01,1984,7,0.8291053742374569,0.5289238769216779,0.7131787744994021
1984-08-01,1984,8,0.8437490539112961,0.4757824856709612,0.6478802458102129
1984-09-01,1984,9,0.7554931592863736,0.4853077692903073,0.6635087045080447
1984-10-01,1984,10,0.7444332790689331,0.40745839531895894,0.5702990318270621
1984-11-01,1984,11,0.6847986253328746,0.4393844150028094,0.6183968405743986
1984-12-01,1984,12,0.6740980799430616,0.3634247834680236,0.5141591613071101
1985-01-01,1985,1,0.4629298265955462,0.18807468129644456,0.2825216224304799
1985-02-01,1985,2,0.450182312910507,0.2614712738267805,0.3795100028356863
1985-03-01,1985,3,0.5118007986476757,0.34941922641454093,0.5164023325604088
1985-04-01,1985,4,0.6957987559022197,0.46506728801412356,0.6597073369150177
1985-05-01,1985,5,0.7452907932868769,0.30715622378313756,0.4522743111355909
1985-06-01,1985,6,0.8056097634204202,0.5611658639062856,0.7493517430077549
1985-07-01,1985,7,0.7772479515728254,0.46870051691835973,0.6334471117318252
1985-08-01,1985,8,0.8038291362199976,0.445306625951756,0.6120584358533765
1985-09-01,1985,9,0.6762264169808282,0.3853676604029527,0.5487876337390382
1985-10-01,1985,10,0.5829807878965358,0.3628333302963619,0.5045005376072105
1985-11-01,1985,11,0.5423633988692119,0.19890908493017798,0.28684263311619607
1985-12-01,1985,12,0.48224085877746586,0.2207360127267005,0.321087247812593
1986-01-01,1986,1,0.6364268236402689,0.379210110333263,0.5484092006671307
1986-02-01,1986,2,0.41844759719472663,0.2413098936664498,0.3451000940800547
1986-03-01,1986,3,0.5817788149373523,0.3057402731894794,0.4438415179280225
1986-04-01,1986,4,0.7474773080498661,0.4738737919951062,0.652979996348369
1986-05-01,1986,5,0.7573075660580616,0.4619295777198481,0.6476564971379172
1986-06-01,1986,6,0.8283945969623293,0.4483382744694964,0.6151638568221902
1986-07-01,1986,7,0.8959428082985064,0.694101604958507,0.8630065825950932
1986-08-01,1986,8,0.8402461316671732,0.4775995746998807,0.6546070290599322
1986-09-01,1986,9,0.7742832770869427,0.33184762930986317,0.4632017293290121
1986-10-01,1986,10,0.5354500821817003,0.29631706745109404,0.42647905899825345
1986-11-01,1986,11,0.5475210378413091,0.33809364384916174,0.4758024958388748
1986-12-01,1986,12,0.5066971983914644,0.3347092454768573,0.4815964053711889
1987-01-01,1987,1,0.5146489887002264,0.28496806908776945,0.4119980053157849
1987-02-01,1987,2,0.6817525937930903,0.3380910652807032,0.4853805867483342
1987-03-01,1987,3,0.6730315170777911,0.4185388573966056,0.5933630800845761
1987-04-01,1987,4,0.6915789392965817,0.44233321702526485,0.6287707287824597
1987-05-01,1987,5,0.6339521226316334,0.2978122669792427,0.4435694723388346
1987-06-01,1987,6,0.8064685430344716,0.4639965548279733,0.6361255690789027
1987-07-01,1987,7,0.8172278295981694,0.44534329653490196,0.6274244371018917
1987-08-01,1987,8,0.8135472778449775,0.4976912033769732,0.6815685453356551
1987-09-01,1987,9,0.7171413879128092,0.5176062441312863,0.7079989536063946
1987-10-01,1987,10,0.6620547166993946,0.3633462418334757,0.5187331072566576
1987-11-01,1987,11,0.7132708937447415,0.3456331011342317,0.5094283166933449
1987-12-01,1987,12,0.4472996491350785,0.22408740791323903,0.3405529541753016
1988-01-01,1988,1,0.653327194357611,0.3870787307664109,0.5386419498259525
1988-02-01,1988,2,0.6930655756103273,0.4240379916220237,0.5817659549819019
1988-03-01,1988,3,0.334999922719836,0.22107607138788934,0.3202473923180687
1988-04-01,1988,4,0.6690625957941079,0.40503413325331517,0.5599046822973216
1988-05-01,1988,5,0.775330372812374,0.3839470691414612,0.5379367197993427
1988-06-01,1988,6,0.7556922545098811,0.4424562333554292,0.6076004200167344
1988-07-01,1988,7,0.7821931499700336,0.49157609328571195,0.6588722515881533
1988-08-01,1988,8,0.6859316889257376,0.49451945485714777,0.6650931288539701
1988-09-01,1988,9,0.6439855998069587,0.27102954656823536,0.3876811893099838
1988-10-01,1988,10,0.4401617208972764,0.23571273812700533,0.33634631333310033
1988-11-01,1988,11,0.6004668517079915,0.3521153287432812,0.49656095816335755
1988-12-01,1988,12,0.5820602391706832,0.3269933766931534,0.45970418691464354
1989-01-01,1989,1,0.7647322920915591,0.4361706577946176,0.6023522114713673
1989-02-01,1989,2,0.6146408428379883,0.29225092436170286,0.41725536526844037
1989-03-01,1989,3,0.4117254941510906,0.16887936006671186,0.2515217590288458
1989-04-01,1989,4,0.6634276174973471,0.3328641827984197,0.4748287801635746
1989-05-01,1989,5,0.70888615284514,0.3685954305206005,0.5162429863629359
1989-06-01,1989,6,0.7626260527835363,0.4859874931606006,0.6488215944732083
1989-07-01,1989,7,0.7703316810097587,0.5322383819867659,0.7165534468187127
1989-08-01,1989,8,0.8322515262871516,0.5204603949618489,0.6975952296459736
1989-09-01,1989,9,0.6651095399556833,0.4537328672268015,0.6252287047273652
1989-10-01,1989,10,0.6641662381625786,0.4924593661614612,0.6712194531585953
1989-11-01,1989,11,0.6388276504521324,0.30441386845697394,0.4497252528812793
1989-12-01,1989,12,0.5995298914104356,0.2726281887094122,0.3970172261442504
1990-01-01,1990,1,0.5469867643426417,0.3432717740352836,0.4878455174433218
1990-02-01,1990,2,0.6663516044740221,0.3720900773916437,0.5252894843443701
1990-03-01,1990,3,0.7098547080029625,0.4046818106785642,0.5650841889361619
1990-04-01,1990,4,0.6194512459059403,0.25141068980518794,0.3570779499339338
1990-05-01,1990,5,0.6891037014094475,0.2784621723104172,0.39882513905411476
1990-06-01,1990,6,0.8471230953318943,0.5553512598543258,0.7283061740516352
1990-07-01,1990,7,0.8065813485426264,0.41919681775461143,0.5879730639554105
1990-08-01,1990,8,0.8457691972165946,0.48605981824494193,0.6564188098942312
1990-09-01,1990,9,0.7508635464411308,0.4041084080316196,0.5533952882973316
1990-10-01,1990,10,0.5093862868733238,0.31943120426983257,0.4548067084931685
1990-11-01,1990,11,0.5886927031001596,0.31647665189102986,0.4526577682497786
1990-12-01,1990,12,0.46339977787791464,0.16427506404322684,0.24013512557852607
1991-01-01,1991,1,0.3277156172059965,0.17289357950501022,0.2431716796794166
1991-02-01,1991,2,0.4609800629856041,0.2966974106245077,0.4047549081793883
1991-03-01,1991,3,0.2890059587133998,0.16602371889264567,0.2310934777829134
1991-04-01,1991,4,0.6426307546494072,0.37835011278835473,0.5059087773447571
1991-05-01,1991,5,0.741965074204883,0.38225842676286353,0.5254379260414624
1991-06-01,1991,6,0.8416161394608849,0.5492536765126047,0.7295593290517349
1991-07-01,1991,7,0.8696498728084782,0.6049074456565369,0.7894653341288878
1991-08-01,1991,8,0.8255611537057858,0.6090212976702354,0.8025199478514154
1991-09-01,1991,9,0.7269476988379441,0.37888261898069364,0.5227004117761778
1991-10-01,1991,10,0.7094435589778152,0.3510496123966931,0.46557268168150795
1991-11-01,1991,11,0.38139216023085276,0.19596509601402634,0.2854406256089575
1991-12-01,1991,12,0.4413597895636636,0.25042642620920114,0.3440189277431625
1992-01-01,1992,1,0.6231515821633262,0.30612291953337784,0.43874675916322986
1992-02-01,1992,2,0.6411400104086283,0.2558949999168662,0.37266265035845186
1992-03-01,1992,3,0.5687989735636615,0.28591662093989284,0.4059210822779904
1992-04-01,1992,4,0.7863278847084324,0.47778435182341816,0.6428431639697453
1992-05-01,1992,5,0.8479612476366655,0.48144877429536354,0.6604564618870862
1992-06-01,1992,6,0.8757478822318064,0.5733236385315649,0.7474904005889725
1992-07-01,1992,7,0.8398712462714598,0.6113037455673606,0.8002290674873072
1992-08-01,1992,8,0.8037664835600474,0.5221548663120081,0.7097737601345097
1992-09-01,1992,9,0.784196884828916,0.39175209644017916,0.5545021357212958
1992-10-01,1992,10,0.7588421703791873,0.3687514816999985,0.5268512552661277
1992-11-01,1992,11,0.4279317060794872,0.18577662150300744,0.267530056781839
1992-12-01,1992,12,0.6779879762308355,0.3417286042819337,0.486250238968744
1993-01-01,1993,1,0.10720634001668154,0.17310775191008249,0.25518251243289997
1993-02-01,1993,2,0.41175613705888464,0.13888266093970048,0.18874055108335056
1993-03-01,1993,3,0.5585166538844608,0.21646391370084925,0.31313655710403815
1993-04-01,1993,4,0.5895179081827312,0.28179682324898275,0.4042543984114807
1993-05-01,1993,5,0.5683987085570834,0.23440905915865146,0.350981435907416
1993-06-01,1993,6,0.8131190997669259,0.5809959093609717,0.7624044203232817
1993-07-01,1993,7,0.8413652114216258,0.6512929946151085,0.8158964586758815
1993-08-01,1993,8,0.8093144387936104,0.5135267234174413,0.7015862940845258
1993-09-01,1993,9,0.6666977011713039,0.3992711193528634,0.5233216677541899
1993-10-01,1993,10,0.6438292256244245,0.34567871222652474,0.48438333390579325
1993-11-01,1993,11,0.40046815840383615,0.11249502466666007,0.16601917975340671
1993-12-01,1993,12,0.5810596507885024,0.28803010741390694,0.39962014334784784
1994-01-01,1994,1,0.4940296349076623,0.2693190020836576,0.3862912477165228
